example_id                                                                   | status  | run_time        |
./spec/models/training_spec.rb[1:12:4:1]                                     | passed  | 0.06408 seconds |
./spec/models/training_spec.rb[1:12:5:1]                                     | passed  | 0.06759 seconds |
./spec/models/training_spec.rb[1:13:1]                                       | passed  | 0.03295 seconds |
./spec/models/training_spec.rb[1:14:1:1:1]                                   | passed  | 0.087 seconds   |
./spec/models/training_spec.rb[1:14:1:2:1]                                   | passed  | 0.08748 seconds |
./spec/models/training_spec.rb[1:14:1:2:2]                                   | passed  | 0.09716 seconds |
./spec/models/training_spec.rb[1:14:1:2:3:1]                                 | passed  | 0.08948 seconds |
./spec/models/training_spec.rb[1:14:1:2:3:2]                                 | passed  | 0.07758 seconds |
./spec/models/training_spec.rb[1:14:2:1]                                     | pending | 0.00001 seconds |
./spec/models/training_spec.rb[1:15:1]                                       | failed  | 0.10373 seconds |
./spec/models/user_spec.rb[1:1]                                              | passed  | 0.01266 seconds |
./spec/models/user_spec.rb[1:2]                                              | passed  | 0.00335 seconds |
./spec/models/user_spec.rb[1:3]                                              | passed  | 0.00417 seconds |
./spec/models/user_spec.rb[1:4]                                              | passed  | 0.00424 seconds |
./spec/models/user_spec.rb[1:5]                                              | passed  | 0.00445 seconds |
./spec/models/user_spec.rb[1:6]                                              | passed  | 0.00311 seconds |
./spec/models/user_spec.rb[1:7]                                              | passed  | 0.00326 seconds |
./spec/models/user_spec.rb[1:8]                                              | passed  | 0.00442 seconds |
./spec/models/user_spec.rb[1:9]                                              | passed  | 0.0043 seconds  |
./spec/models/user_spec.rb[1:10]                                             | passed  | 0.00342 seconds |
./spec/models/user_spec.rb[1:11]                                             | passed  | 0.0103 seconds  |
./spec/models/user_spec.rb[1:12:1:1]                                         | passed  | 0.01652 seconds |
./spec/models/user_spec.rb[1:12:2:1]                                         | passed  | 0.01518 seconds |
./spec/models/user_spec.rb[1:13:1:1]                                         | passed  | 0.01743 seconds |
./spec/models/user_spec.rb[1:13:2:1]                                         | passed  | 0.12427 seconds |
./spec/models/user_spec.rb[1:13:3:1]                                         | passed  | 0.05415 seconds |
./spec/models/user_spec.rb[1:13:4:1]                                         | passed  | 0.05404 seconds |
./spec/models/user_spec.rb[1:14:1:1]                                         | passed  | 0.04921 seconds |
./spec/models/user_spec.rb[1:14:2:1]                                         | passed  | 0.07814 seconds |
./spec/models/user_spec.rb[1:14:3:1]                                         | passed  | 0.06099 seconds |
./spec/models/user_spec.rb[1:14:4:1]                                         | passed  | 0.05139 seconds |
./spec/models/user_spec.rb[1:15:1:1]                                         | passed  | 0.059 seconds   |
./spec/models/user_spec.rb[1:15:2:1]                                         | passed  | 0.0921 seconds  |
./spec/models/user_spec.rb[1:15:3:1]                                         | passed  | 0.05867 seconds |
./spec/models/user_spec.rb[1:15:4:1]                                         | passed  | 0.0565 seconds  |
./spec/models/user_spec.rb[1:16:1:1]                                         | passed  | 0.04989 seconds |
