example_id                                                                   | status  | run_time        |
./spec/models/user_spec.rb[1:18:3:1]                                         | failed  | 0.02221 seconds |
./spec/models/user_spec.rb[1:18:4:1]                                         | failed  | 0.02313 seconds |
./spec/models/user_spec.rb[1:19:1:1]                                         | passed  | 0.02035 seconds |
./spec/models/user_spec.rb[1:19:2:1]                                         | passed  | 0.02551 seconds |
./spec/models/user_spec.rb[1:20:1:1]                                         | passed  | 0.10135 seconds |
./spec/models/user_spec.rb[1:20:2:1]                                         | passed  | 0.09632 seconds |
./spec/models/user_spec.rb[1:20:3:1]                                         | passed  | 0.09161 seconds |
./spec/models/user_spec.rb[1:20:4:1]                                         | passed  | 0.10107 seconds |
./spec/models/user_spec.rb[1:20:5:1]                                         | passed  | 0.1115 seconds  |
./spec/models/user_spec.rb[1:20:5:2]                                         | passed  | 0.10452 seconds |
./spec/models/user_spec.rb[1:21:1:1]                                         | passed  | 0.07376 seconds |
./spec/models/user_spec.rb[1:21:2:1]                                         | passed  | 0.07626 seconds |
./spec/models/user_spec.rb[1:21:3:1]                                         | passed  | 0.07208 seconds |
./spec/models/user_spec.rb[1:22:1:1:1]                                       | passed  | 0.01006 seconds |
./spec/models/user_spec.rb[1:22:1:2:1]                                       | passed  | 0.01082 seconds |
./spec/models/user_spec.rb[1:22:1:3:1]                                       | passed  | 0.01156 seconds |
./spec/models/user_spec.rb[1:22:1:4:1]                                       | passed  | 0.01162 seconds |
./spec/models/user_spec.rb[1:23:1:1]                                         | passed  | 0.07708 seconds |
./spec/models/user_spec.rb[1:23:1:2:1]                                       | passed  | 0.0722 seconds  |
./spec/models/user_spec.rb[1:23:1:2:2:1]                                     | passed  | 0.10433 seconds |
./spec/models/user_spec.rb[1:23:1:2:2:2:1]                                   | passed  | 0.11128 seconds |
./spec/models/user_spec.rb[1:23:2:1]                                         | passed  | 0.12118 seconds |
./spec/models/user_spec.rb[1:24:1]                                           | passed  | 0.0296 seconds  |
./spec/models/user_spec.rb[1:25:1:1]                                         | passed  | 0.09304 seconds |
./spec/models/user_spec.rb[1:25:2:1:1]                                       | failed  | 0.0848 seconds  |
./spec/models/user_spec.rb[1:25:2:2:1]                                       | failed  | 0.08336 seconds |
./spec/models/user_spec.rb[1:26:1:1]                                         | failed  | 0.13538 seconds |
./spec/models/user_spec.rb[1:26:2:1]                                         | failed  | 0.08948 seconds |
./spec/models/user_spec.rb[1:26:3:1]                                         | failed  | 0.09171 seconds |
